R,H,I,E,S,Time
2987,3,809,1446,4755,29.2804
2987,3,810,1445,4755,29.2805
2987,3,811,1444,4755,29.2807
2987,3,812,1443,4755,29.2827
2987,3,812,1444,4754,29.284
2988,3,811,1444,4754,29.2847
2988,3,812,1443,4754,29.2849
2989,3,811,1443,4754,29.2859
2989,3,812,1442,4754,29.2859
2989,3,813,1441,4754,29.286
2989,3,814,1440,4754,29.2864
2990,3,813,1440,4754,29.2866
2990,3,814,1439,4754,29.2868
2991,3,813,1439,4754,29.2874
2991,3,813,1440,4753,29.2898
2991,3,813,1441,4752,29.2903
2991,3,813,1442,4751,29.2919
2992,3,812,1442,4751,29.2928
2993,3,811,1442,4751,29.2928
2994,3,810,1442,4751,29.2934
2995,3,809,1442,4751,29.2954
2996,3,808,1442,4751,29.2959
2996,3,809,1441,4751,29.298
2996,3,810,1440,4751,29.2996
2996,3,811,1439,4751,29.3
2997,3,810,1439,4751,29.301
2998,3,809,1439,4751,29.301
2998,3,810,1438,4751,29.3017
2999,3,809,1438,4751,29.3026
3000,3,808,1438,4751,29.3029
3000,3,809,1437,4751,29.3035
3000,3,809,1438,4750,29.3044
3000,3,809,1439,4749,29.3056
3000,3,810,1438,4749,29.3058
3001,3,809,1438,4749,29.3063
3001,3,809,1439,4748,29.3068
3001,3,809,1440,4747,29.3077
3001,3,810,1439,4747,29.3086
3001,3,811,1438,4747,29.3087
3002,3,810,1438,4747,29.3104
3002,3,810,1439,4746,29.3141
3003,3,809,1439,4746,29.3152
3003,3,809,1440,4745,29.3185
3003,3,809,1441,4744,29.3198
3003,3,809,1442,4743,29.3202
3003,3,809,1443,4742,29.3202
3003,3,809,1444,4741,29.3208
3004,3,808,1444,4741,29.3212
3004,3,809,1443,4741,29.3241
3004,3,809,1444,4740,29.3242
3005,3,808,1444,4740,29.326
3005,3,808,1445,4739,29.3261
3005,3,808,1446,4738,29.3272
3005,3,809,1445,4738,29.3278
3006,3,808,1445,4738,29.3278
3006,3,808,1446,4737,29.3281
3006,3,809,1445,4737,29.3284
3006,3,809,1446,4736,29.3284
3006,3,809,1447,4735,29.3285
3006,3,809,1448,4734,29.3293
3006,3,809,1449,4733,29.33
3006,3,809,1450,4732,29.331
3007,3,808,1450,4732,29.3319
3007,3,808,1451,4731,29.3344
3007,3,808,1452,4730,29.3348
3007,3,809,1451,4730,29.3355
3008,3,808,1451,4730,29.3364
3009,3,807,1451,4730,29.3377
3009,3,807,1452,4729,29.3378
3009,3,807,1453,4728,29.3393
3009,3,807,1454,4727,29.3393
3009,3,807,1455,4726,29.3395
3010,3,806,1455,4726,29.3411
3011,3,805,1455,4726,29.3424
3011,3,806,1454,4726,29.3455
3011,3,807,1453,4726,29.3459
3011,3,807,1454,4725,29.3463
3011,3,808,1453,4725,29.3466
3011,3,809,1452,4725,29.3473
3011,3,810,1451,4725,29.3483
3011,3,811,1450,4725,29.3485
3012,3,810,1450,4725,29.3487
3012,3,810,1451,4724,29.3508
3013,3,809,1451,4724,29.3509
3013,3,809,1452,4723,29.351
3013,3,810,1451,4723,29.3514
3014,3,809,1451,4723,29.3516
3014,3,810,1450,4723,29.3518
3014,3,811,1449,4723,29.3518
3015,3,810,1449,4723,29.3524
3015,3,810,1450,4722,29.3549
3015,3,810,1451,4721,29.3559
3016,3,809,1451,4721,29.3565
3016,3,809,1452,4720,29.3586
3016,3,810,1451,4720,29.3587
3016,3,810,1452,4719,29.3591
3016,3,811,1451,4719,29.3598
3016,3,811,1452,4718,29.3599
3016,3,811,1453,4717,29.3604
3016,3,811,1454,4716,29.3619
3017,3,810,1454,4716,29.3623
3017,3,811,1453,4716,29.3624
3017,3,812,1452,4716,29.3628
3018,3,811,1452,4716,29.363
3018,3,812,1451,4716,29.3636
3018,3,812,1452,4715,29.3637
3018,3,812,1453,4714,29.3641
3018,3,813,1452,4714,29.3654
3018,3,813,1453,4713,29.367
3018,3,813,1454,4712,29.3678
3018,3,813,1455,4711,29.3686
3018,3,814,1454,4711,29.3691
3018,3,814,1455,4710,29.3692
3019,3,813,1455,4710,29.3694
3020,3,812,1455,4710,29.3695
3021,3,811,1455,4710,29.3727
3022,3,810,1455,4710,29.3731
3022,3,810,1456,4709,29.3751
3022,3,811,1455,4709,29.3756
3022,3,811,1456,4708,29.3778
3022,3,812,1455,4708,29.3783
3022,3,813,1454,4708,29.3791
3023,3,812,1454,4708,29.3797
3024,3,811,1454,4708,29.3805
3024,3,812,1453,4708,29.3811
3025,3,811,1453,4708,29.3821
3026,3,810,1453,4708,29.3855
3027,3,809,1453,4708,29.3861
3027,3,810,1452,4708,29.3882
3027,3,811,1451,4708,29.3894
3028,3,810,1451,4708,29.3904
3028,3,811,1450,4708,29.3906
3029,3,810,1450,4708,29.3916
3029,3,810,1451,4707,29.3921
3030,3,809,1451,4707,29.3939
3031,3,808,1451,4707,29.394
3032,3,807,1451,4707,29.3946
3032,3,807,1452,4706,29.3964
3033,3,806,1452,4706,29.3971
3033,3,807,1451,4706,29.3976
3034,3,806,1451,4706,29.4011
3034,3,806,1452,4705,29.4015
3035,3,805,1452,4705,29.4024
3036,3,804,1452,4705,29.4049
3036,3,804,1453,4704,29.406
3036,3,804,1454,4703,29.4063
3036,3,805,1453,4703,29.4063
3037,3,804,1453,4703,29.4065
3037,3,805,1452,4703,29.4069
3037,3,806,1451,4703,29.4075
3037,3,806,1452,4702,29.4082
3037,3,807,1451,4702,29.4083
3038,3,806,1451,4702,29.4085
3038,3,807,1450,4702,29.4086
3038,3,808,1449,4702,29.412
3039,3,807,1449,4702,29.4132
3039,3,808,1448,4702,29.4154
3039,3,809,1447,4702,29.4155
3039,3,809,1448,4701,29.416
3039,3,809,1449,4700,29.4168
3040,3,808,1449,4700,29.4168
3040,3,808,1450,4699,29.4175
3040,3,809,1449,4699,29.4194
3040,3,809,1450,4698,29.4248
3040,3,810,1449,4698,29.4261
3040,3,810,1450,4697,29.4269
3040,3,810,1451,4696,29.4308
3040,3,811,1450,4696,29.4315
3041,3,810,1450,4696,29.4323
3041,3,810,1451,4695,29.4343
3042,3,809,1451,4695,29.4363
3042,3,809,1452,4694,29.4365
3043,3,808,1452,4694,29.4368
3044,3,807,1452,4694,29.4378
3044,3,808,1451,4694,29.4397
3045,3,807,1451,4694,29.4422
3045,3,807,1452,4693,29.443
3045,3,808,1451,4693,29.4466
3045,3,808,1452,4692,29.4471
3046,3,807,1452,4692,29.4481
3046,3,807,1453,4691,29.4486
3047,3,806,1453,4691,29.45
3047,3,806,1454,4690,29.4513
3047,3,806,1455,4689,29.4551
3047,3,807,1454,4689,29.4552
3047,3,808,1453,4689,29.4577
3048,3,807,1453,4689,29.4593
3048,3,808,1452,4689,29.4626
3048,3,808,1453,4688,29.463
3048,3,808,1454,4687,29.463
3049,3,807,1454,4687,29.4636
3049,3,808,1453,4687,29.4641
3049,3,808,1454,4686,29.4643
3049,3,809,1453,4686,29.4647
3050,3,808,1453,4686,29.4663
3051,3,807,1453,4686,29.468
3051,3,808,1452,4686,29.4693
3051,3,809,1451,4686,29.4695
3052,3,808,1451,4686,29.4706
3053,3,807,1451,4686,29.4708
3054,3,806,1451,4686,29.4715
3055,3,805,1451,4686,29.4732
3056,3,804,1451,4686,29.4765
3057,3,803,1451,4686,29.4806
3058,3,802,1451,4686,29.4807
3059,3,801,1451,4686,29.4808
3059,3,802,1450,4686,29.4817
3059,3,803,1449,4686,29.4838
3060,3,802,1449,4686,29.4838
3061,3,801,1449,4686,29.4844
3061,3,801,1450,4685,29.4853
3061,3,801,1451,4684,29.4864
3062,3,800,1451,4684,29.4871
3062,3,800,1452,4683,29.4872
3062,3,801,1451,4683,29.4881
3063,3,800,1451,4683,29.4899
3064,3,799,1451,4683,29.4903
3064,3,799,1452,4682,29.4904
3064,3,800,1451,4682,29.493
3064,3,801,1450,4682,29.4988
3064,3,801,1451,4681,29.499
3064,3,802,1450,4681,29.5012
3064,3,803,1449,4681,29.5017
3064,3,804,1448,4681,29.502
3065,3,803,1448,4681,29.502
3065,3,804,1447,4681,29.5035
3065,3,805,1446,4681,29.5054
3065,3,806,1445,4681,29.5063
3065,3,806,1446,4680,29.5075
3065,3,807,1445,4680,29.5076
3066,3,806,1445,4680,29.5095
3066,3,807,1444,4680,29.5103
3066,3,808,1443,4680,29.5105
3067,3,807,1443,4680,29.5112
3067,3,807,1444,4679,29.5122
3067,3,807,1445,4678,29.5165
3067,3,807,1446,4677,29.517
3067,3,807,1447,4676,29.5197
3067,3,807,1448,4675,29.52
3067,3,808,1447,4675,29.5212
3068,3,807,1447,4675,29.5258
3068,3,808,1446,4675,29.526
3068,3,808,1447,4674,29.5262
3068,3,808,1448,4673,29.5264
3068,3,808,1449,4672,29.5278
3068,3,808,1450,4671,29.5298
3068,3,809,1449,4671,29.5298
3068,3,809,1450,4670,29.5314
3069,3,808,1450,4670,29.5325
3069,3,809,1449,4670,29.5328
3069,3,810,1448,4670,29.5329
3069,3,811,1447,4670,29.535
3069,3,811,1448,4669,29.5355
3069,3,811,1449,4668,29.5366
3069,3,812,1448,4668,29.537
3070,3,811,1448,4668,29.5371
3070,3,812,1447,4668,29.5394
3071,3,811,1447,4668,29.5395
3071,3,811,1448,4667,29.5418
3072,3,810,1448,4667,29.5427
3072,3,811,1447,4667,29.5452
3073,3,810,1447,4667,29.5456
3073,3,811,1446,4667,29.5456
3073,3,811,1447,4666,29.5473
3073,3,811,1448,4665,29.5515
3074,3,810,1448,4665,29.5518
3075,3,809,1448,4665,29.554
3075,3,809,1449,4664,29.554
3076,3,808,1449,4664,29.555
3077,3,807,1449,4664,29.5568
3078,3,806,1449,4664,29.56
3079,3,805,1449,4664,29.561
3079,3,806,1448,4664,29.5613
3080,3,805,1448,4664,29.5648
3080,3,806,1447,4664,29.5654
3080,3,807,1446,4664,29.5696
3080,3,807,1447,4663,29.5705
3080,3,807,1448,4662,29.5711
3081,3,806,1448,4662,29.5717
3081,3,807,1447,4662,29.5729
3081,3,807,1448,4661,29.5742
3082,3,806,1448,4661,29.5755
3082,3,806,1449,4660,29.577
3083,3,805,1449,4660,29.5789
3083,3,806,1448,4660,29.583
3084,3,805,1448,4660,29.5842
3084,3,806,1447,4660,29.5848
3085,3,805,1447,4660,29.5853
3086,3,804,1447,4660,29.5853
3086,3,805,1446,4660,29.5878
3086,3,805,1447,4659,29.5888
3086,3,805,1448,4658,29.5897
3086,3,805,1449,4657,29.5914
3086,3,806,1448,4657,29.5915
3086,3,806,1449,4656,29.5924
3087,3,805,1449,4656,29.5926
3087,3,806,1448,4656,29.5928
3087,3,807,1447,4656,29.5928
3087,3,807,1448,4655,29.5957
3087,3,807,1449,4654,29.5957
3088,3,806,1449,4654,29.5982
3088,3,807,1448,4654,29.5983
3089,3,806,1448,4654,29.5984
3090,3,805,1448,4654,29.6021
3090,3,806,1447,4654,29.6022
3090,3,806,1448,4653,29.6026
3090,3,807,1447,4653,29.6029
3091,3,806,1447,4653,29.6035
3091,3,807,1446,4653,29.6042
3092,3,806,1446,4653,29.6047
3092,3,806,1447,4652,29.6056
3093,3,805,1447,4652,29.6073
3094,3,804,1447,4652,29.6075
3094,3,804,1448,4651,29.6085
3094,3,805,1447,4651,29.6093
3095,3,804,1447,4651,29.6112
3095,3,804,1448,4650,29.6119
3095,3,805,1447,4650,29.6122
3095,3,805,1448,4649,29.6123
3095,3,805,1449,4648,29.6148
3096,3,804,1449,4648,29.6149
3096,3,804,1450,4647,29.6161
3096,3,805,1449,4647,29.6163
3096,3,805,1450,4646,29.6167
3096,3,805,1451,4645,29.6196
3096,3,805,1452,4644,29.6208
3097,3,804,1452,4644,29.6212
3097,3,804,1453,4643,29.6215
3097,3,805,1452,4643,29.6228
3097,3,805,1453,4642,29.6241
3098,3,804,1453,4642,29.6259
3098,3,805,1452,4642,29.6265
3098,3,805,1453,4641,29.6266
3099,3,804,1453,4641,29.6328
3100,3,803,1453,4641,29.6345
3101,3,802,1453,4641,29.6353
3101,3,803,1452,4641,29.6368
3101,3,803,1453,4640,29.6371
3101,3,804,1452,4640,29.6449
3101,3,805,1451,4640,29.645
3102,3,804,1451,4640,29.6469
3102,3,805,1450,4640,29.6474
3102,3,806,1449,4640,29.6476
3103,3,805,1449,4640,29.6479
3103,3,805,1450,4639,29.6481
3103,3,806,1449,4639,29.6483
3104,3,805,1449,4639,29.6497
3105,3,804,1449,4639,29.6498
3105,3,804,1450,4638,29.65
3106,3,803,1450,4638,29.65
3106,3,803,1451,4637,29.6509
3106,3,803,1452,4636,29.6515
3106,3,804,1451,4636,29.6518
3106,3,805,1450,4636,29.6537
3107,3,804,1450,4636,29.6561
3107,3,805,1449,4636,29.6577
3107,3,806,1448,4636,29.6618
3107,3,806,1449,4635,29.6652
3107,3,807,1448,4635,29.6662
3107,3,807,1449,4634,29.6664
3107,3,807,1450,4633,29.6683
3107,3,808,1449,4633,29.6691
3107,3,808,1450,4632,29.6695
3107,3,808,1451,4631,29.6711
3108,3,807,1451,4631,29.6712
3108,3,808,1450,4631,29.6753
3108,3,809,1449,4631,29.6763
3108,3,809,1450,4630,29.6763
3109,3,808,1450,4630,29.6764
3109,3,808,1451,4629,29.6775
3110,3,807,1451,4629,29.678
3111,3,806,1451,4629,29.6798
3112,3,805,1451,4629,29.682
3113,3,804,1451,4629,29.6832
3113,3,804,1452,4628,29.6841
3114,3,803,1452,4628,29.6847
3114,3,804,1451,4628,29.6856
3114,3,804,1452,4627,29.6882
3114,3,804,1453,4626,29.6884
3114,3,805,1452,4626,29.6898
3114,3,805,1453,4625,29.6922
3114,3,805,1454,4624,29.6923
3115,3,804,1454,4624,29.6931
3115,3,804,1455,4623,29.6934
3116,3,803,1455,4623,29.6958
3116,3,803,1456,4622,29.6969
3117,3,802,1456,4622,29.6988
3117,3,802,1457,4621,29.7007
3117,3,803,1456,4621,29.7015
3117,3,803,1457,4620,29.7021
3117,3,803,1458,4619,29.7037
3118,3,802,1458,4619,29.7058
3118,3,803,1457,4619,29.707
3118,3,804,1456,4619,29.7092
3118,3,804,1457,4618,29.7098
3118,3,804,1458,4617,29.7108
3118,3,804,1459,4616,29.7111
3118,3,804,1460,4615,29.7131
3118,3,804,1461,4614,29.7138
3119,3,803,1461,4614,29.7146
3120,3,802,1461,4614,29.7156
3120,3,802,1462,4613,29.7163
3120,3,803,1461,4613,29.7163
3120,3,803,1462,4612,29.7173
3120,3,803,1463,4611,29.7198
3121,3,802,1463,4611,29.7202
3121,3,803,1462,4611,29.7239
3121,3,803,1463,4610,29.7248
3121,3,803,1464,4609,29.7275
3121,3,803,1465,4608,29.7278
3121,3,803,1466,4607,29.728
3121,3,803,1467,4606,29.7318
3121,3,804,1466,4606,29.7337
3122,3,803,1466,4606,29.7346
3122,3,804,1465,4606,29.7355
3123,3,803,1465,4606,29.7359
3123,3,804,1464,4606,29.7365
3124,3,803,1464,4606,29.7377
3124,3,803,1465,4605,29.738
3125,3,802,1465,4605,29.7386
3125,3,803,1464,4605,29.7395
3126,3,802,1464,4605,29.7409
3126,3,802,1465,4604,29.7428
3127,3,801,1465,4604,29.7441
3128,3,800,1465,4604,29.7442
3128,3,801,1464,4604,29.7446
3129,3,800,1464,4604,29.7454
3130,3,799,1464,4604,29.7482
3130,3,800,1463,4604,29.7508
3130,3,801,1462,4604,29.7513
3130,3,802,1461,4604,29.7515
3130,3,803,1460,4604,29.7532
3130,3,803,1461,4603,29.7554
3130,3,803,1462,4602,29.7563
3131,3,802,1462,4602,29.7592
3131,3,802,1463,4601,29.7603
3131,3,802,1464,4600,29.7619
3131,3,802,1465,4599,29.7656
3131,3,802,1466,4598,29.7679
3131,3,803,1465,4598,29.7708
3131,3,803,1466,4597,29.7712
3131,3,803,1467,4596,29.7716
3131,3,803,1468,4595,29.7722
3131,3,804,1467,4595,29.7742
3132,3,803,1467,4595,29.7742
3132,3,803,1468,4594,29.7743
3132,3,803,1469,4593,29.775
3133,3,802,1469,4593,29.775
3133,3,803,1468,4593,29.7752
3133,3,803,1469,4592,29.7757
3133,3,804,1468,4592,29.7779
3134,3,803,1468,4592,29.7779
3134,3,803,1469,4591,29.7789
3135,3,802,1469,4591,29.7808
3136,3,801,1469,4591,29.7811
3136,3,801,1470,4590,29.784
3136,3,802,1469,4590,29.7869
3136,3,802,1470,4589,29.7884
3137,3,801,1470,4589,29.7885
3137,3,802,1469,4589,29.7924
3137,3,803,1468,4589,29.7942
3137,3,803,1469,4588,29.7954
3137,3,804,1468,4588,29.7962
3137,3,805,1467,4588,29.8014
3137,3,805,1468,4587,29.8024
3137,3,805,1469,4586,29.8031
3137,3,806,1468,4586,29.807
3137,3,807,1467,4586,29.8074
3137,3,807,1468,4585,29.8077
3137,3,807,1469,4584,29.8086
3137,3,807,1470,4583,29.8086
3137,3,807,1471,4582,29.8092
3137,3,808,1470,4582,29.8092
3137,3,809,1469,4582,29.8102
3137,3,809,1470,4581,29.8134
3137,3,810,1469,4581,29.8135
3137,3,811,1468,4581,29.8138
3138,3,810,1468,4581,29.8147
3138,3,810,1469,4580,29.815
3138,3,811,1468,4580,29.8182
3139,3,810,1468,4580,29.8194
3139,3,811,1467,4580,29.821
3139,3,811,1468,4579,29.8221
3140,3,810,1468,4579,29.8224
3140,3,810,1469,4578,29.8243
3141,3,809,1469,4578,29.8252
3141,3,809,1470,4577,29.8277
3141,3,810,1469,4577,29.8283
3141,3,810,1470,4576,29.8308
3141,3,810,1471,4575,29.8329
3141,3,811,1470,4575,29.8345
3141,3,812,1469,4575,29.8348
3141,3,812,1470,4574,29.8361
3141,3,813,1469,4574,29.8362
3141,3,814,1468,4574,29.8372
3142,3,813,1468,4574,29.8375
3143,3,812,1468,4574,29.8378
3143,3,812,1469,4573,29.8398
3144,3,811,1469,4573,29.8402
3145,3,810,1469,4573,29.8406
3145,3,811,1468,4573,29.8436
3145,3,811,1469,4572,29.844
3145,3,811,1470,4571,29.8453
3145,3,811,1471,4570,29.8522
3145,3,812,1470,4570,29.8537
3145,3,812,1471,4569,29.8558
3146,3,811,1471,4569,29.8567
3146,3,812,1470,4569,29.8576
3146,3,812,1471,4568,29.8589
3146,3,813,1470,4568,29.8606
3146,3,813,1471,4567,29.861
3146,3,813,1472,4566,29.8613
3147,3,812,1472,4566,29.8621
3147,3,813,1471,4566,29.8638
3147,3,814,1470,4566,29.8639
3147,3,814,1471,4565,29.864
3147,3,815,1470,4565,29.8654
3148,3,814,1470,4565,29.8659
3148,3,815,1469,4565,29.8666
3149,3,814,1469,4565,29.8674
3149,3,815,1468,4565,29.8687
3149,3,816,1467,4565,29.8688
3149,3,817,1466,4565,29.8703
3149,3,818,1465,4565,29.871
3150,3,817,1465,4565,29.8711
3150,3,818,1464,4565,29.8723
3150,3,818,1465,4564,29.8724
3150,3,819,1464,4564,29.873
3150,3,819,1465,4563,29.8731
3150,3,819,1466,4562,29.8748
3150,3,819,1467,4561,29.8764
3151,3,818,1467,4561,29.8786
3152,3,817,1467,4561,29.8807
3152,3,817,1468,4560,29.8817
3152,3,817,1469,4559,29.8819
3152,3,818,1468,4559,29.8843
3152,3,819,1467,4559,29.8869
3152,3,820,1466,4559,29.8915
3152,3,821,1465,4559,29.8933
3152,3,821,1466,4558,29.8935
3152,3,821,1467,4557,29.8941
3153,3,820,1467,4557,29.8971
3153,3,821,1466,4557,29.8981
3153,3,821,1467,4556,29.8984
3154,3,820,1467,4556,29.8994
3154,3,821,1466,4556,29.9
3154,3,822,1465,4556,29.9014
3155,3,821,1465,4556,29.9033
3155,3,821,1466,4555,29.9067
3155,3,821,1467,4554,29.9106
3156,3,820,1467,4554,29.9131
3156,3,821,1466,4554,29.9144
3156,3,821,1467,4553,29.9173
3156,3,821,1468,4552,29.9175
3156,3,822,1467,4552,29.9178
3157,3,821,1467,4552,29.9217
3158,3,820,1467,4552,29.9235
3159,3,819,1467,4552,29.9241
3159,3,819,1468,4551,29.9258
3160,3,818,1468,4551,29.9261
3160,3,819,1467,4551,29.9318
3160,3,820,1466,4551,29.9331
3160,3,821,1465,4551,29.9332
3161,3,820,1465,4551,29.9338
3161,3,820,1466,4550,29.9344
3161,3,820,1467,4549,29.9365
3161,3,821,1466,4549,29.9367
3161,3,822,1465,4549,29.937
3162,3,821,1465,4549,29.9386
3162,3,822,1464,4549,29.9389
3162,3,823,1463,4549,29.9391
3163,3,822,1463,4549,29.9402
3163,3,823,1462,4549,29.9422
3164,3,822,1462,4549,29.9437
3164,3,823,1461,4549,29.9467
3164,3,824,1460,4549,29.9467
3165,3,823,1460,4549,29.9481
3165,3,823,1461,4548,29.9482
3165,3,824,1460,4548,29.9488
3165,3,824,1461,4547,29.9492
3165,3,825,1460,4547,29.9494
3166,3,824,1460,4547,29.9532
3166,3,825,1459,4547,29.9538
3167,3,824,1459,4547,29.9558
3167,3,824,1460,4546,29.9562
3168,3,823,1460,4546,29.9567
3169,3,822,1460,4546,29.9587
3170,3,821,1460,4546,29.9598
3170,3,821,1461,4545,29.9608
3170,3,822,1460,4545,29.9619
3170,3,822,1461,4544,29.9642
3170,3,822,1462,4543,29.9653
3170,3,822,1463,4542,29.9687
3170,3,823,1462,4542,29.9687
3170,3,823,1463,4541,29.9688
3170,3,823,1464,4540,29.9688
3170,3,824,1463,4540,29.9693
3170,3,824,1464,4539,29.9695
3170,3,824,1465,4538,29.9698
3170,3,824,1466,4537,29.9713
3170,3,825,1465,4537,29.9732
3171,3,824,1465,4537,29.9738
3171,3,824,1466,4536,29.9742
3171,3,824,1467,4535,29.9743
3171,3,824,1468,4534,29.9747
3171,3,825,1467,4534,29.9759
3171,3,826,1466,4534,29.9762
3172,3,825,1466,4534,29.9786
3172,3,826,1465,4534,29.9798
3172,3,827,1464,4534,29.98
3172,3,828,1463,4534,29.9814
3172,3,829,1462,4534,29.9815
3173,3,828,1462,4534,29.9818
3173,3,829,1461,4534,29.9841
3173,3,830,1460,4534,29.9844
3173,3,831,1459,4534,29.9856
3173,3,832,1458,4534,29.9879
3173,3,832,1459,4533,29.9879
3174,3,831,1459,4533,29.988
3175,3,830,1459,4533,29.9897
3175,3,830,1460,4532,29.9942
3175,3,831,1459,4532,29.9955
3175,3,831,1460,4531,29.9959
3175,3,831,1461,4530,29.9963
3175,3,831,1462,4529,29.997
3175,3,831,1463,4528,29.9975
3175,3,831,1464,4527,29.9986
3175,3,832,1463,4527,29.9989
3175,3,833,1462,4527,30.0015
3175,3,834,1461,4527,30.0023
3175,3,835,1460,4527,30.003
3176,3,834,1460,4527,30.0046
3176,3,835,1459,4527,30.0055
3176,3,835,1460,4526,30.0056
3177,3,834,1460,4526,30.0081
3177,3,834,1461,4525,30.0095
3178,3,833,1461,4525,30.0114
3179,3,832,1461,4525,30.015
3179,3,832,1462,4524,30.0155
3179,3,832,1463,4523,30.0166
3179,3,832,1464,4522,30.0192
3180,3,831,1464,4522,30.02
3181,3,830,1464,4522,30.0201
3181,3,830,1465,4521,30.0217
3182,3,829,1465,4521,30.0257
3183,3,828,1465,4521,30.0262
3183,3,828,1466,4520,30.0272
3184,3,827,1466,4520,30.0275
3185,3,826,1466,4520,30.03
3185,3,827,1465,4520,30.0302
3185,3,828,1464,4520,30.0305
3186,3,827,1464,4520,30.031
3187,3,826,1464,4520,30.0358
3187,3,826,1465,4519,30.036
3187,3,827,1464,4519,30.0361
3187,3,827,1465,4518,30.0387
3187,3,827,1466,4517,30.0408
3188,3,826,1466,4517,30.0444
3188,3,826,1467,4516,30.0451
3188,3,826,1468,4515,30.0458
3188,3,827,1467,4515,30.0467
3189,3,826,1467,4515,30.0479
3189,3,827,1466,4515,30.0485
3190,3,826,1466,4515,30.0493
3191,3,825,1466,4515,30.0494
3191,3,825,1467,4514,30.0499
3192,3,824,1467,4514,30.0517
3193,3,823,1467,4514,30.0518
3194,3,822,1467,4514,30.052
3195,3,821,1467,4514,30.0543
3195,3,822,1466,4514,30.0546
3196,3,821,1466,4514,30.0552
3197,3,820,1466,4514,30.0557
3197,3,821,1465,4514,30.0576
3197,3,822,1464,4514,30.0589
3198,3,821,1464,4514,30.059
3198,3,822,1463,4514,30.0596
3198,3,822,1464,4513,30.0599
3198,3,822,1465,4512,30.061
3199,3,821,1465,4512,30.0611
3199,3,822,1464,4512,30.0612
3200,3,821,1464,4512,30.0624
3201,3,820,1464,4512,30.0626
3201,3,820,1465,4511,30.063
3201,3,821,1464,4511,30.0658
3201,3,821,1465,4510,30.0659
3202,3,820,1465,4510,30.066
3202,3,821,1464,4510,30.0669
3203,3,820,1464,4510,30.0695
3203,3,821,1463,4510,30.0697
3203,3,821,1464,4509,30.0703
3203,3,822,1463,4509,30.0704
3203,3,822,1464,4508,30.0713
3203,3,822,1465,4507,30.0751
3204,3,821,1465,4507,30.0752
3204,3,821,1466,4506,30.0768
3204,3,822,1465,4506,30.0797
3205,3,821,1465,4506,30.0801
3205,3,822,1464,4506,30.081
3205,3,822,1465,4505,30.0815
3205,3,823,1464,4505,30.0823
3205,3,823,1465,4504,30.0841
3205,3,823,1466,4503,30.0845
3206,3,822,1466,4503,30.0848
3207,3,821,1466,4503,30.0862
3207,3,822,1465,4503,30.0883
3207,3,823,1464,4503,30.0897
3207,3,824,1463,4503,30.0897
3207,3,824,1464,4502,30.0908
3208,3,823,1464,4502,30.0912
3208,3,824,1463,4502,30.0913
3208,3,824,1464,4501,30.0921
3208,3,825,1463,4501,30.0927
3208,3,825,1464,4500,30.0928
3208,3,825,1465,4499,30.0936
3208,3,825,1466,4498,30.0938
3209,3,824,1466,4498,30.094
3209,3,825,1465,4498,30.0954
3209,3,826,1464,4498,30.0961
3210,3,825,1464,4498,30.0962
3210,3,826,1463,4498,30.0966
3210,3,826,1464,4497,30.0977
3210,3,827,1463,4497,30.0985
3210,3,828,1462,4497,30.0992
3210,3,829,1461,4497,30.1002
3210,3,830,1460,4497,30.1016
3211,3,829,1460,4497,30.1019
3211,3,829,1461,4496,30.1032
3211,3,829,1462,4495,30.1056
3212,3,828,1462,4495,30.1066
3212,3,828,1463,4494,30.1081
3213,3,827,1463,4494,30.1099
3213,3,827,1464,4493,30.1101
3213,3,827,1465,4492,30.111
3213,3,828,1464,4492,30.1116
3214,3,827,1464,4492,30.1131
3215,3,826,1464,4492,30.1139
3215,3,827,1463,4492,30.1148
3215,3,828,1462,4492,30.1153
3216,3,827,1462,4492,30.119
3217,3,826,1462,4492,30.1205
3217,3,827,1461,4492,30.1211
3217,3,828,1460,4492,30.1212
3217,3,829,1459,4492,30.1227
3217,3,830,1458,4492,30.1252
3217,3,831,1457,4492,30.1256
3217,3,831,1458,4491,30.1259
3217,3,832,1457,4491,30.1263
3218,3,831,1457,4491,30.1271
3218,3,832,1456,4491,30.128
3218,3,832,1457,4490,30.1282
3218,3,832,1458,4489,30.1286
3218,3,833,1457,4489,30.1288
3218,3,834,1456,4489,30.1294
3218,3,834,1457,4488,30.1302
3218,3,834,1458,4487,30.1302
3218,3,834,1459,4486,30.1302
3218,3,835,1458,4486,30.1303
3218,3,835,1459,4485,30.1324
3219,3,834,1459,4485,30.1347
3220,3,833,1459,4485,30.1368
3220,3,834,1458,4485,30.137
3220,3,835,1457,4485,30.1376
3220,3,836,1456,4485,30.1379
3220,3,836,1457,4484,30.1382
3220,3,837,1456,4484,30.1387
3221,3,836,1456,4484,30.1393
3221,3,837,1455,4484,30.1397
3221,3,837,1456,4483,30.1408
3221,3,838,1455,4483,30.1423
3222,3,837,1455,4483,30.1426
3223,3,836,1455,4483,30.1427
3223,3,837,1454,4483,30.1428
3224,3,836,1454,4483,30.1442
3224,3,837,1453,4483,30.1463
3224,3,837,1454,4482,30.1465
3225,3,836,1454,4482,30.1466
3225,3,837,1453,4482,30.1498
